"id","student_id","course_id","quiz1","quiz2","midterm","assignments","project","final","total","grade","status","created_at","updated_at"
"78187","547","52","7","4","20","14","25","44","114","C","pass","2025-05-09 12:01:45","2025-05-09 12:01:45"
"78188","547","53","10",NULL,"22","2",NULL,NULL,"34",NULL,NULL,"2025-05-09 12:01:45","2025-05-09 13:38:08"
"78189","547","54","5",NULL,"22","10",NULL,NULL,"37",NULL,NULL,"2025-05-09 12:01:45","2025-05-09 13:38:09"
"78190","547","55","10",NULL,"27","5",NULL,NULL,"42",NULL,NULL,"2025-05-09 12:01:45","2025-05-09 13:38:11"
"78191","547","56","7",NULL,"26","9",NULL,NULL,"42",NULL,NULL,"2025-05-09 12:01:45","2025-05-09 13:38:12"
"78192","547","65","4","5","19","20","18","46","112","C","pass","2025-05-09 12:01:45","2025-05-09 12:01:45"
"78193","547","66","5","6","15","16","25","46","113","C","pass","2025-05-09 12:01:45","2025-05-09 12:01:45"
"78194","547","67","5",NULL,"17","6",NULL,NULL,"28",NULL,NULL,"2025-05-09 12:01:45","2025-05-09 13:38:13"
"78195","548","1","5","9","24","6","19","31","94","D","pass","2025-05-09 12:01:45","2025-05-09 12:01:45"
"78196","548","2","8","7","17","8","24","41","105","D+","pass","2025-05-09 12:01:45","2025-05-09 12:01:45"
"78197","548","3","2","7","24","0","11","39","83","F","fail","2025-05-09 12:01:45","2025-05-09 12:01:45"
"78198","548","4","5","3","26","7","13","45","99","D","pass","2025-05-09 12:01:45","2025-05-09 12:01:45"
"78199","548","5","5","1","16","3","17","51","93","D-","pass","2025-05-09 12:01:45","2025-05-09 12:01:45"
"78200","548","6","3","3","18","5","15","30","74","F","fail","2025-05-09 12:01:46","2025-05-09 12:01:46"
"78201","548","7","7","8","22","6","19","50","112","C","pass","2025-05-09 12:01:46","2025-05-09 12:01:46"
"78202","548","8","4","7","26","7","24","47","115","C","pass","2025-05-09 12:01:46","2025-05-09 12:01:46"
"78203","548","9","4","7","19","9","18","29","86","D-","pass","2025-05-09 12:01:46","2025-05-09 12:01:46"
"78204","548","10","7","5","26","22","24","26","110","C-","pass","2025-05-09 12:01:46","2025-05-09 12:01:46"
"78205","548","11","7","3","26","24","19","38","117","C","pass","2025-05-09 12:01:46","2025-05-09 12:01:46"
"78206","548","12","4","4","3","18","12","30","71","F","fail","2025-05-09 12:01:46","2025-05-09 12:01:46"
"78207","548","13","8","7","20","15","16","50","116","C","pass","2025-05-09 12:01:46","2025-05-09 12:01:46"
"78208","548","14","2","6","26","11","18","41","104","D+","pass","2025-05-09 12:01:46","2025-05-09 12:01:46"
"78209","548","15","9","5","12","10","22","31","89","D-","pass","2025-05-09 12:01:46","2025-05-09 12:01:46"
"78210","548","16","7","5","18","8","17","24","79","F","fail","2025-05-09 12:01:46","2025-05-09 12:01:46"
"78211","548","17","1","5","16","16","19","40","97","D","pass","2025-05-09 12:01:47","2025-05-09 12:01:47"
"78212","548","18","5","6","24","14","16","40","105","D+","pass","2025-05-09 12:01:47","2025-05-09 12:01:47"
"78213","548","19","4","5","17","6","20","28","80","F","fail","2025-05-09 12:01:47","2025-05-09 12:01:47"
"78214","548","20","5","5","19","20","7","39","95","D","pass","2025-05-09 12:01:47","2025-05-09 12:01:47"
"78215","548","21","6","6","14","11","29","39","105","D+","pass","2025-05-09 12:01:47","2025-05-09 12:01:47"
"78216","548","22","4","5","16","27","13","37","102","D+","pass","2025-05-09 12:01:47","2025-05-09 12:01:47"
"78217","548","23","4","0","17","9","18","54","102","D+","pass","2025-05-09 12:01:47","2025-05-09 12:01:47"
"78218","548","24","3","5","24","10","30","34","106","D+","pass","2025-05-09 12:01:47","2025-05-09 12:01:47"
"78219","548","49","3","4","27","10","19","58","121","C+","pass","2025-05-09 12:01:47","2025-05-09 12:01:47"
"78220","548","50","3","2","18","11","18","30","82","F","fail","2025-05-09 12:01:48","2025-05-09 12:01:48"
"78221","548","51","6","6","25","4","19","45","105","D+","pass","2025-05-09 12:01:48","2025-05-09 12:01:48"
"78222","548","52","6","8","23","20","20","43","120","C+","pass","2025-05-09 12:01:48","2025-05-09 12:01:48"
"78223","548","53","10",NULL,"0","17",NULL,NULL,"27",NULL,NULL,"2025-05-09 12:01:48","2025-05-09 13:38:15"
"78224","548","54","4",NULL,"13","4",NULL,NULL,"21",NULL,NULL,"2025-05-09 12:01:48","2025-05-09 13:38:16"
"78225","548","55","5",NULL,"22","0",NULL,NULL,"27",NULL,NULL,"2025-05-09 12:01:48","2025-05-09 13:38:16"
"78226","548","56","4",NULL,"22","10",NULL,NULL,"36",NULL,NULL,"2025-05-09 12:01:48","2025-05-09 13:38:18"
"78227","548","65","1","7","19","13","24","31","95","D","pass","2025-05-09 12:01:48","2025-05-09 12:01:48"
"78228","548","66","4","4","6","25","22","41","102","D+","pass","2025-05-09 12:01:48","2025-05-09 12:01:48"
"78229","548","67","10",NULL,"17","9",NULL,NULL,"36",NULL,NULL,"2025-05-09 12:01:48","2025-05-09 13:38:19"
"78230","549","1","4","4","19","0","13","30","70","F","fail","2025-05-09 12:01:48","2025-05-09 12:01:48"
"78231","549","2","3","7","17","20","21","32","100","D","pass","2025-05-09 12:01:48","2025-05-09 12:01:48"
"78232","549","3","7","7","11","11","24","42","102","D+","pass","2025-05-09 12:01:48","2025-05-09 12:01:48"
"78233","549","4","1","6","21","4","15","46","93","D-","pass","2025-05-09 12:01:48","2025-05-09 12:01:48"
"78234","549","5","0","4","18","14","12","50","98","D","pass","2025-05-09 12:01:48","2025-05-09 12:01:48"
"78235","549","6","5","4","13","9","20","40","91","D-","pass","2025-05-09 12:01:49","2025-05-09 12:01:49"
"78236","549","7","5","4","19","25","21","42","116","C","pass","2025-05-09 12:01:49","2025-05-09 12:01:49"
"78237","549","8","5","3","20","25","17","38","108","C-","pass","2025-05-09 12:01:49","2025-05-09 12:01:49"
"78238","549","9","7","7","18","18","24","44","118","C","pass","2025-05-09 12:01:49","2025-05-09 12:01:49"
"78239","549","10","3","4","25","9","17","48","106","D+","pass","2025-05-09 12:01:49","2025-05-09 12:01:49"
"78240","549","11","4","3","17","16","23","40","103","D+","pass","2025-05-09 12:01:49","2025-05-09 12:01:49"
"78241","549","12","5","4","15","6","26","36","92","D-","pass","2025-05-09 12:01:49","2025-05-09 12:01:49"
"78242","549","13","6","9","27","25","21","35","123","B-","pass","2025-05-09 12:01:49","2025-05-09 12:01:49"
"78243","549","14","4","4","19","14","15","39","95","D","pass","2025-05-09 12:01:50","2025-05-09 12:01:50"
"78244","549","15","8","3","22","11","8","30","82","F","fail","2025-05-09 12:01:50","2025-05-09 12:01:50"
"78245","549","16","3","2","22","2","24","43","96","D","pass","2025-05-09 12:01:50","2025-05-09 12:01:50"
"78246","549","17","6","6","23","1","21","39","96","D","pass","2025-05-09 12:01:50","2025-05-09 12:01:50"
"78247","549","18","4","1","21","2","21","36","85","D-","pass","2025-05-09 12:01:50","2025-05-09 12:01:50"
"78248","549","19","4","7","13","15","16","12","67","F","fail","2025-05-09 12:01:50","2025-05-09 12:01:50"
"78249","549","20","6","6","23","0","19","30","84","F","fail","2025-05-09 12:01:51","2025-05-09 12:01:51"
"78250","549","21","2","6","8","18","16","54","104","D+","pass","2025-05-09 12:01:51","2025-05-09 12:01:51"
"78251","549","22","5","3","20","12","17","40","97","D","pass","2025-05-09 12:01:51","2025-05-09 12:01:51"
"78252","549","23","5","3","15","6","9","46","84","F","fail","2025-05-09 12:01:51","2025-05-09 12:01:51"
"78253","549","24","0","8","6","11","24","33","82","F","fail","2025-05-09 12:01:51","2025-05-09 12:01:51"
"78254","549","49","6","2","29","8","17","50","112","C","pass","2025-05-09 12:01:51","2025-05-09 12:01:51"
"78255","549","50","3","3","23","21","10","41","101","D","pass","2025-05-09 12:01:51","2025-05-09 12:01:51"
"78256","549","51","6","1","17","7","25","38","94","D","pass","2025-05-09 12:01:51","2025-05-09 12:01:51"
"78257","549","52","4","5","23","14","8","50","104","D+","pass","2025-05-09 12:01:51","2025-05-09 12:01:51"
"78258","549","53","9",NULL,"16","9",NULL,NULL,"34",NULL,NULL,"2025-05-09 12:01:51","2025-05-09 13:38:21"
"78259","549","54","7",NULL,"14","7",NULL,NULL,"28",NULL,NULL,"2025-05-09 12:01:51","2025-05-09 13:38:22"
"78260","549","55","10",NULL,"17","6",NULL,NULL,"33",NULL,NULL,"2025-05-09 12:01:51","2025-05-09 13:38:23"
"78261","549","56","6",NULL,"11","15",NULL,NULL,"32",NULL,NULL,"2025-05-09 12:01:51","2025-05-09 13:38:24"
"78262","549","65","4","7","12","0","24","35","82","F","fail","2025-05-09 12:01:51","2025-05-09 12:01:51"
"78263","549","66","2","4","19","18","29","45","117","C","pass","2025-05-09 12:01:51","2025-05-09 12:01:51"
"78264","549","67","8",NULL,"16","10",NULL,NULL,"34",NULL,NULL,"2025-05-09 12:01:51","2025-05-09 13:38:25"
"78265","550","1","4","4","12","7","20","34","81","F","fail","2025-05-09 12:01:52","2025-05-09 12:01:52"
"78266","550","2","1","4","19","10","18","44","96","D","pass","2025-05-09 12:01:52","2025-05-09 12:01:52"
"78267","550","3","4","7","19","7","11","43","91","D-","pass","2025-05-09 12:01:52","2025-05-09 12:01:52"
"78268","550","4","5","4","26","7","14","37","93","D-","pass","2025-05-09 12:01:52","2025-05-09 12:01:52"
"78269","550","5","7","7","18","9","16","41","98","D","pass","2025-05-09 12:01:52","2025-05-09 12:01:52"
"78270","550","6","3","4","19","5","27","29","87","D-","pass","2025-05-09 12:01:52","2025-05-09 12:01:52"
"78271","550","7","5","6","20","11","23","39","104","D+","pass","2025-05-09 12:01:52","2025-05-09 12:01:52"
"78272","550","8","9","4","15","18","15","36","97","D","pass","2025-05-09 12:01:52","2025-05-09 12:01:52"
"78273","550","9","3","6","23","16","18","28","94","D","pass","2025-05-09 12:01:52","2025-05-09 12:01:52"
"78274","550","10","9","7","10","14","20","32","92","D-","pass","2025-05-09 12:01:53","2025-05-09 12:01:53"
"78275","550","11","3","6","12","15","14","45","95","D","pass","2025-05-09 12:01:53","2025-05-09 12:01:53"
"78276","550","12","2","2","26","17","19","19","85","D-","pass","2025-05-09 12:01:53","2025-05-09 12:01:53"
"78277","550","13","6","3","13","6","17","34","79","F","fail","2025-05-09 12:01:53","2025-05-09 12:01:53"
"78278","550","14","6","3","20","3","20","28","80","F","fail","2025-05-09 12:01:53","2025-05-09 12:01:53"
"78279","550","15","1","8","27","22","14","40","112","C","pass","2025-05-09 12:01:54","2025-05-09 12:01:54"
"78280","550","16","3","8","27","18","22","40","118","C","pass","2025-05-09 12:01:54","2025-05-09 12:01:54"
"78281","550","17","3","1","17","22","19","52","114","C","pass","2025-05-09 12:01:54","2025-05-09 12:01:54"
"78282","550","18","2","4","16","4","24","48","98","D","pass","2025-05-09 12:01:54","2025-05-09 12:01:54"
"78283","550","19","1","5","16","21","17","44","104","D+","pass","2025-05-09 12:01:54","2025-05-09 12:01:54"
"78284","550","20","6","4","17","11","10","42","90","D-","pass","2025-05-09 12:01:54","2025-05-09 12:01:54"
"78285","550","21","7","5","13","4","17","29","75","F","fail","2025-05-09 12:01:54","2025-05-09 12:01:54"
"78286","550","22","5","3","19","12","22","34","95","D","pass","2025-05-09 12:01:54","2025-05-09 12:01:54"
"78287","550","23","4","4","19","5","24","41","97","D","pass","2025-05-09 12:01:54","2025-05-09 12:01:54"
"78288","550","24","3","7","19","7","17","38","91","D-","pass","2025-05-09 12:01:54","2025-05-09 12:01:54"
"78289","550","49","5","5","17","14","27","36","104","D+","pass","2025-05-09 12:01:54","2025-05-09 12:01:54"
"78290","550","50","4","5","19","12","19","48","107","D+","pass","2025-05-09 12:01:54","2025-05-09 12:01:54"
"78291","550","51","1","7","20","21","25","44","118","C","pass","2025-05-09 12:01:54","2025-05-09 12:01:54"
"78292","550","52","7","2","21","12","10","47","99","D","pass","2025-05-09 12:01:54","2025-05-09 12:01:54"
"78293","550","53","4",NULL,"13","1",NULL,NULL,"18",NULL,NULL,"2025-05-09 12:01:55","2025-05-09 13:38:27"
"78294","550","54","5",NULL,"13","4",NULL,NULL,"22",NULL,NULL,"2025-05-09 12:01:55","2025-05-09 13:38:28"
"78295","550","55","4",NULL,"2","5",NULL,NULL,"11",NULL,NULL,"2025-05-09 12:01:55","2025-05-09 13:38:30"
"78296","550","56","8",NULL,"1","7",NULL,NULL,"16",NULL,NULL,"2025-05-09 12:01:55","2025-05-09 13:38:30"
"78297","550","65","3","5","16","9","25","48","106","D+","pass","2025-05-09 12:01:55","2025-05-09 12:01:55"
"78298","550","66","5","6","16","13","8","44","92","D-","pass","2025-05-09 12:01:55","2025-05-09 12:01:55"
"78299","550","67","4",NULL,"3","9",NULL,NULL,"16",NULL,NULL,"2025-05-09 12:01:55","2025-05-09 13:38:32"
"78300","551","1","8","4","12","17","15","35","91","D-","pass","2025-05-09 12:01:55","2025-05-09 12:01:55"
"78301","551","2","6","9","21","6","12","37","91","D-","pass","2025-05-09 12:01:55","2025-05-09 12:01:55"
"78302","551","3","6","7","29","12","18","53","125","B-","pass","2025-05-09 12:01:55","2025-05-09 12:01:55"
"78303","551","4","4","5","21","8","27","33","98","D","pass","2025-05-09 12:01:55","2025-05-09 12:01:55"
"78304","551","5","7","5","24","13","21","39","109","C-","pass","2025-05-09 12:01:55","2025-05-09 12:01:55"
"78305","551","6","4","4","17","3","21","35","84","F","fail","2025-05-09 12:01:55","2025-05-09 12:01:55"
"78306","551","7","9","7","19","17","13","48","113","C","pass","2025-05-09 12:01:56","2025-05-09 12:01:56"
"78307","551","8","8","5","19","18","17","37","104","D+","pass","2025-05-09 12:01:56","2025-05-09 12:01:56"
"78308","551","9","5","7","23","10","16","31","92","D-","pass","2025-05-09 12:01:56","2025-05-09 12:01:56"
"78309","551","10","6","3","28","15","14","41","107","D+","pass","2025-05-09 12:01:56","2025-05-09 12:01:56"
"78310","551","11","2","4","13","2","23","39","83","F","fail","2025-05-09 12:01:57","2025-05-09 12:01:57"
"78311","551","12","5","9","21","10","9","48","102","D+","pass","2025-05-09 12:01:57","2025-05-09 12:01:57"
"78312","551","13","6","8","24","15","18","51","122","C+","pass","2025-05-09 12:01:57","2025-05-09 12:01:57"
"78313","551","14","6","6","22","9","17","32","92","D-","pass","2025-05-09 12:01:57","2025-05-09 12:01:57"
"78314","551","15","4","9","11","9","23","37","93","D-","pass","2025-05-09 12:01:57","2025-05-09 12:01:57"
"78315","551","16","3","5","23","14","18","38","101","D","pass","2025-05-09 12:01:57","2025-05-09 12:01:57"
"78316","551","17","4","9","23","5","23","49","113","C","pass","2025-05-09 12:01:57","2025-05-09 12:01:57"
"78317","551","18","4","3","14","17","10","56","104","D+","pass","2025-05-09 12:01:57","2025-05-09 12:01:57"
"78318","551","19","4","3","18","15","20","28","88","D-","pass","2025-05-09 12:01:57","2025-05-09 12:01:57"
"78319","551","20","8","7","24","8","19","43","109","C-","pass","2025-05-09 12:01:57","2025-05-09 12:01:57"
"78320","551","21","3","6","10","11","21","26","77","F","fail","2025-05-09 12:01:57","2025-05-09 12:01:57"
"78321","551","22","5","9","15","8","27","45","109","C-","pass","2025-05-09 12:01:57","2025-05-09 12:01:57"
"78322","551","23","3","5","27","14","22","48","119","C+","pass","2025-05-09 12:01:57","2025-05-09 12:01:57"
"78323","551","24","6","6","20","14","18","38","102","D+","pass","2025-05-09 12:01:57","2025-05-09 12:01:57"
"78324","551","49","4","5","27","6","25","35","102","D+","pass","2025-05-09 12:01:58","2025-05-09 12:01:58"
"78325","551","50","2","4","16","7","21","48","98","D","pass","2025-05-09 12:01:58","2025-05-09 12:01:58"
"78326","551","51","6","4","20","12","15","31","88","D-","pass","2025-05-09 12:01:58","2025-05-09 12:01:58"
"78327","551","52","7","7","28","13","9","34","98","D","pass","2025-05-09 12:01:58","2025-05-09 12:01:58"
"78328","551","53","5",NULL,"21","4",NULL,NULL,"30",NULL,NULL,"2025-05-09 12:01:58","2025-05-09 13:38:33"
"78329","551","54","5",NULL,"21","4",NULL,NULL,"30",NULL,NULL,"2025-05-09 12:01:58","2025-05-09 13:38:34"
"78330","551","55","8",NULL,"1","9",NULL,NULL,"18",NULL,NULL,"2025-05-09 12:01:58","2025-05-09 13:38:36"
"78331","551","56","9",NULL,"21","6",NULL,NULL,"36",NULL,NULL,"2025-05-09 12:01:58","2025-05-09 13:38:37"
"78332","551","65","6","2","22","16","21","35","102","D+","pass","2025-05-09 12:01:58","2025-05-09 12:01:58"
"78333","551","66","3","6","17","14","18","32","90","D-","pass","2025-05-09 12:01:58","2025-05-09 12:01:58"
"78334","551","67","8",NULL,"6","17",NULL,NULL,"31",NULL,NULL,"2025-05-09 12:01:58","2025-05-09 13:38:38"
"78335","552","1","0","6","21","17","11","45","100","D","pass","2025-05-09 12:01:58","2025-05-09 12:01:58"
"78336","552","2","8","8","17","10","20","38","101","D","pass","2025-05-09 12:01:58","2025-05-09 12:01:58"
"78337","552","3","8","4","20","6","22","41","101","D","pass","2025-05-09 12:01:58","2025-05-09 12:01:58"
"78338","552","4","7","6","21","15","19","33","101","D","pass","2025-05-09 12:01:58","2025-05-09 12:01:58"
"78339","552","5","2","7","21","6","23","29","88","D-","pass","2025-05-09 12:01:59","2025-05-09 12:01:59"
"78340","552","6","2","4","24","21","22","48","121","C+","pass","2025-05-09 12:01:59","2025-05-09 12:01:59"
"78341","552","7","4","5","13","8","21","43","94","D","pass","2025-05-09 12:01:59","2025-05-09 12:01:59"
"78342","552","8","6","7","19","7","16","49","104","D+","pass","2025-05-09 12:02:00","2025-05-09 12:02:00"
"78343","552","9","5","4","14","1","17","29","70","F","fail","2025-05-09 12:02:00","2025-05-09 12:02:00"
"78344","552","10","4","5","21","9","18","48","105","D+","pass","2025-05-09 12:02:00","2025-05-09 12:02:00"
"78345","552","11","6","5","27","11","15","40","104","D+","pass","2025-05-09 12:02:00","2025-05-09 12:02:00"
"78346","552","12","4","6","15","10","20","47","102","D+","pass","2025-05-09 12:02:00","2025-05-09 12:02:00"
"78347","552","13","4","7","25","7","18","41","102","D+","pass","2025-05-09 12:02:00","2025-05-09 12:02:00"
"78348","552","14","4","10","27","12","21","31","105","D+","pass","2025-05-09 12:02:00","2025-05-09 12:02:00"
"78349","552","15","2","6","19","18","26","48","119","C+","pass","2025-05-09 12:02:00","2025-05-09 12:02:00"
"78350","552","16","5","5","14","18","26","39","107","D+","pass","2025-05-09 12:02:00","2025-05-09 12:02:00"
"78351","552","17","5","7","15","4","11","35","77","F","fail","2025-05-09 12:02:00","2025-05-09 12:02:00"
"78352","552","18","5","10","18","26","12","34","105","D+","pass","2025-05-09 12:02:00","2025-05-09 12:02:00"
"78353","552","19","3","5","13","18","19","45","103","D+","pass","2025-05-09 12:02:00","2025-05-09 12:02:00"
"78354","552","20","1","4","25","9","21","26","86","D-","pass","2025-05-09 12:02:00","2025-05-09 12:02:00"
"78355","552","21","6","4","20","17","25","50","122","C+","pass","2025-05-09 12:02:00","2025-05-09 12:02:00"
"78356","552","22","3","4","24","20","21","36","108","C-","pass","2025-05-09 12:02:01","2025-05-09 12:02:01"
"78357","552","23","0","6","28","13","21","26","94","D","pass","2025-05-09 12:02:01","2025-05-09 12:02:01"
"78358","552","24","5","4","14","11","15","47","96","D","pass","2025-05-09 12:02:01","2025-05-09 12:02:01"
"78359","552","49","5","0","22","14","26","33","100","D","pass","2025-05-09 12:02:01","2025-05-09 12:02:01"
"78360","552","50","3","9","21","7","16","41","97","D","pass","2025-05-09 12:02:01","2025-05-09 12:02:01"
"78361","552","51","7","5","23","3","20","41","99","D","pass","2025-05-09 12:02:01","2025-05-09 12:02:01"
"78362","552","52","5","5","15","10","17","47","99","D","pass","2025-05-09 12:02:01","2025-05-09 12:02:01"
"78363","552","53","8",NULL,"25","1",NULL,NULL,"34",NULL,NULL,"2025-05-09 12:02:01","2025-05-09 13:38:38"
"78364","552","54","8",NULL,"2","0",NULL,NULL,"10",NULL,NULL,"2025-05-09 12:02:01","2025-05-09 13:38:40"
"78365","552","55","5",NULL,"28","4",NULL,NULL,"37",NULL,NULL,"2025-05-09 12:02:01","2025-05-09 13:38:41"
"78366","552","56","9",NULL,"8","5",NULL,NULL,"22",NULL,NULL,"2025-05-09 12:02:01","2025-05-09 13:38:42"
"78367","552","65","4","4","17","11","7","37","80","F","fail","2025-05-09 12:02:01","2025-05-09 12:02:01"
"78368","552","66","7","3","21","25","21","35","112","C","pass","2025-05-09 12:02:01","2025-05-09 12:02:01"
"78369","552","67","9",NULL,"30","8",NULL,NULL,"47",NULL,NULL,"2025-05-09 12:02:02","2025-05-09 13:38:43"
"78370","553","1","4","10","14","12","22","41","103","D+","pass","2025-05-09 12:02:02","2025-05-09 12:02:02"
"78371","553","2","7","3","11","17","17","23","78","F","fail","2025-05-09 12:02:02","2025-05-09 12:02:02"
"78372","553","3","5","6","20","4","12","36","83","F","fail","2025-05-09 12:02:02","2025-05-09 12:02:02"
"78373","553","4","7","6","27","11","15","35","101","D","pass","2025-05-09 12:02:02","2025-05-09 12:02:02"
"78374","553","5","2","8","15","23","14","47","109","C-","pass","2025-05-09 12:02:02","2025-05-09 12:02:02"
"78375","553","6","5","9","14","10","21","43","102","D+","pass","2025-05-09 12:02:03","2025-05-09 12:02:03"
"78376","553","7","9","2","16","10","13","50","100","D","pass","2025-05-09 12:02:03","2025-05-09 12:02:03"
"78377","553","8","4","4","24","5","27","38","102","D+","pass","2025-05-09 12:02:03","2025-05-09 12:02:03"
"78378","553","9","5","7","25","5","14","53","109","C-","pass","2025-05-09 12:02:03","2025-05-09 12:02:03"
"78379","553","10","3","6","12","2","19","46","88","D-","pass","2025-05-09 12:02:03","2025-05-09 12:02:03"
"78380","553","11","7","7","11","17","24","45","111","C","pass","2025-05-09 12:02:03","2025-05-09 12:02:03"
"78381","553","12","7","5","14","13","13","40","92","D-","pass","2025-05-09 12:02:03","2025-05-09 12:02:03"
"78382","553","13","10","3","25","10","17","40","105","D+","pass","2025-05-09 12:02:03","2025-05-09 12:02:03"
"78383","553","14","6","5","16","10","11","36","84","F","fail","2025-05-09 12:02:03","2025-05-09 12:02:03"
"78384","553","15","4","3","21","8","18","41","95","D","pass","2025-05-09 12:02:03","2025-05-09 12:02:03"
"78385","553","16","4","7","29","11","15","45","111","C","pass","2025-05-09 12:02:03","2025-05-09 12:02:03"
"78386","553","17","5","4","15","21","20","39","104","D+","pass","2025-05-09 12:02:03","2025-05-09 12:02:03"
"78387","553","18","10","3","18","4","14","54","103","D+","pass","2025-05-09 12:02:03","2025-05-09 12:02:03"
"78388","553","19","8","5","30","9","9","39","100","D","pass","2025-05-09 12:02:04","2025-05-09 12:02:04"
"78389","553","20","6","6","14","17","9","44","96","D","pass","2025-05-09 12:02:04","2025-05-09 12:02:04"
"78390","553","21","2","8","28","21","12","35","106","D+","pass","2025-05-09 12:02:04","2025-05-09 12:02:04"
"78391","553","22","1","7","19","9","23","43","102","D+","pass","2025-05-09 12:02:04","2025-05-09 12:02:04"
"78392","553","23","3","7","21","24","26","38","119","C+","pass","2025-05-09 12:02:04","2025-05-09 12:02:04"
"78393","553","24","5","3","11","17","18","40","94","D","pass","2025-05-09 12:02:04","2025-05-09 12:02:04"
"78394","553","49","6","2","25","7","16","52","108","C-","pass","2025-05-09 12:02:04","2025-05-09 12:02:04"
"78395","553","50","5","5","18","27","21","33","109","C-","pass","2025-05-09 12:02:04","2025-05-09 12:02:04"
"78396","553","51","8","5","17","23","25","40","118","C","pass","2025-05-09 12:02:04","2025-05-09 12:02:04"
"78397","553","52","5","2","17","9","17","24","74","F","fail","2025-05-09 12:02:04","2025-05-09 12:02:04"
"78398","553","53","3",NULL,"27","10",NULL,NULL,"40",NULL,NULL,"2025-05-09 12:02:04","2025-05-09 13:38:45"
"78399","553","54","5",NULL,"11","2",NULL,NULL,"18",NULL,NULL,"2025-05-09 12:02:04","2025-05-09 13:38:46"
"78400","553","55","6",NULL,"9","0",NULL,NULL,"15",NULL,NULL,"2025-05-09 12:02:04","2025-05-09 13:38:47"
"78401","553","56","10",NULL,"8","13",NULL,NULL,"31",NULL,NULL,"2025-05-09 12:02:05","2025-05-09 13:38:48"
"78402","553","65","5","4","13","4","15","29","70","F","fail","2025-05-09 12:02:05","2025-05-09 12:02:05"
"78403","553","66","3","2","19","11","24","34","93","D-","pass","2025-05-09 12:02:05","2025-05-09 12:02:05"
"78404","553","67","6",NULL,"16","0",NULL,NULL,"22",NULL,NULL,"2025-05-09 12:02:06","2025-05-09 13:38:49"
"78405","554","1","6","4","22","19","20","42","113","C","pass","2025-05-09 12:02:06","2025-05-09 12:02:06"
"78406","554","2","6","3","20","3","18","34","84","F","fail","2025-05-09 12:02:06","2025-05-09 12:02:06"
"78407","554","3","7","4","17","15","23","41","107","D+","pass","2025-05-09 12:02:06","2025-05-09 12:02:06"
"78408","554","4","5","7","13","15","18","35","93","D-","pass","2025-05-09 12:02:06","2025-05-09 12:02:06"
"78409","554","5","2","3","13","14","16","29","77","F","fail","2025-05-09 12:02:06","2025-05-09 12:02:06"
"78410","554","6","4","4","22","3","25","30","88","D-","pass","2025-05-09 12:02:06","2025-05-09 12:02:06"
"78411","554","7","4","8","24","10","15","35","96","D","pass","2025-05-09 12:02:06","2025-05-09 12:02:06"
"78412","554","8","4","4","18","29","18","51","124","B-","pass","2025-05-09 12:02:06","2025-05-09 12:02:06"
"78413","554","9","6","5","25","14","17","32","99","D","pass","2025-05-09 12:02:06","2025-05-09 12:02:06"
"78414","554","10","3","2","10","8","22","40","85","D-","pass","2025-05-09 12:02:06","2025-05-09 12:02:06"
"78415","554","11","5","2","18","7","17","34","83","F","fail","2025-05-09 12:02:06","2025-05-09 12:02:06"
"78416","554","12","6","7","12","17","23","34","99","D","pass","2025-05-09 12:02:06","2025-05-09 12:02:06"
"78417","554","13","4","4","18","18","8","40","92","D-","pass","2025-05-09 12:02:07","2025-05-09 12:02:07"
"78418","554","14","3","3","23","12","15","37","93","D-","pass","2025-05-09 12:02:07","2025-05-09 12:02:07"
"78419","554","15","4","3","18","0","6","46","77","F","fail","2025-05-09 12:02:07","2025-05-09 12:02:07"
"78420","554","16","7","7","19","23","20","51","127","B-","pass","2025-05-09 12:02:07","2025-05-09 12:02:07"
"78421","554","17","4","6","12","0","16","33","71","F","fail","2025-05-09 12:02:07","2025-05-09 12:02:07"
"78422","554","18","4","7","29","13","18","17","88","D-","pass","2025-05-09 12:02:07","2025-05-09 12:02:07"
"78423","554","19","5","8","11","16","26","50","116","C","pass","2025-05-09 12:02:07","2025-05-09 12:02:07"
"78424","554","20","7","3","17","4","18","30","79","F","fail","2025-05-09 12:02:07","2025-05-09 12:02:07"
"78425","554","21","5","3","17","0","14","34","73","F","fail","2025-05-09 12:02:07","2025-05-09 12:02:07"
"78426","554","22","4","5","17","4","14","23","67","F","fail","2025-05-09 12:02:08","2025-05-09 12:02:08"
"78427","554","23","3","7","16","16","22","43","107","D+","pass","2025-05-09 12:02:08","2025-05-09 12:02:08"
"78428","554","24","4","4","25","4","12","30","79","F","fail","2025-05-09 12:02:08","2025-05-09 12:02:08"
"78429","554","49","2","7","24","11","16","26","86","D-","pass","2025-05-09 12:02:08","2025-05-09 12:02:08"
"78430","554","50","7","4","11","15","16","41","94","D","pass","2025-05-09 12:02:09","2025-05-09 12:02:09"
"78431","554","51","3","4","12","7","21","41","88","D-","pass","2025-05-09 12:02:09","2025-05-09 12:02:09"
"78432","554","52","2","6","20","9","25","45","107","D+","pass","2025-05-09 12:02:09","2025-05-09 12:02:09"
"78433","554","53","5",NULL,"2","18",NULL,NULL,"25",NULL,NULL,"2025-05-09 12:02:09","2025-05-09 13:38:49"
"78434","554","54","6",NULL,"12","0",NULL,NULL,"18",NULL,NULL,"2025-05-09 12:02:09","2025-05-09 13:38:51"
